blood_group_match,same_district,age,weight,days_since_donation,is_eligible,emergency_level,availability,recommendation_score
0,1,46,61.8,308,1,3,1,0.6934
1,0,63,94.3,361,0,3,1,0.5753
1,0,53,98.3,156,1,1,0,0.5975
1,1,20,67.6,230,1,3,0,0.9013
0,0,26,48.9,193,1,3,1,0.4861
1,0,27,81.5,249,1,2,1,0.7464
1,0,57,65.7,265,1,3,0,0.6918
0,1,37,99.2,1,0,3,1,0.3916
0,0,19,49.9,140,0,2,1,0.1162
1,1,18,51.6,181,1,1,1,0.9724
0,1,44,83.5,1,1,3,0,0.3537
1,0,21,86.7,169,0,3,0,0.4883
1,1,65,70.9,269,1,3,0,0.9442
1,1,54,60.2,306,0,3,1,0.8569
1,1,49,62.0,363,0,2,1,0.7249
1,1,35,63.6,48,1,2,0,0.8432
0,0,31,57.4,284,0,2,0,0.0622
0,1,62,91.8,319,1,3,0,0.5093
0,1,65,48.6,278,0,1,1,0.4286
1,1,32,67.4,278,0,3,0,0.692
1,0,21,86.1,271,1,3,0,0.7002
0,0,36,45.2,43,0,1,1,0.1821
0,1,41,93.3,59,1,3,1,0.6615
0,1,47,83.8,198,1,2,1,0.5847
1,0,30,49.0,108,1,2,0,0.5483
0,0,28,94.2,64,1,1,1,0.3273
0,0,45,71.8,172,1,2,0,0.3211
1,1,28,80.9,352,0,1,1,0.6533
0,0,18,93.5,97,0,1,1,0.122
0,0,64,93.5,128,0,3,0,0.0971
1,1,59,67.5,267,1,2,0,0.8651
1,1,21,58.1,86,0,1,0,0.5632
0,0,55,59.2,88,0,3,1,0.2143
1,1,51,87.1,343,1,1,1,0.8729
0,1,29,96.1,228,1,2,1,0.6218
0,1,41,49.0,129,1,2,0,0.5057
0,0,54,45.8,131,1,3,0,0.4861
0,1,49,90.3,252,0,1,1,0.3175
1,1,36,66.3,109,0,2,1,0.7109
1,1,46,60.2,296,0,2,1,0.8228
1,1,55,55.4,293,0,2,1,0.677
0,1,46,64.1,214,0,2,0,0.4334
0,1,36,98.4,311,1,2,0,0.4845
0,1,37,98.7,203,0,1,1,0.2845
1,1,20,63.2,23,1,1,0,0.8081
0,1,57,98.0,92,0,3,0,0.3154
0,0,22,61.5,168,1,2,1,0.3398
0,1,40,92.0,27,0,3,1,0.3706
1,1,22,56.7,317,0,1,1,0.7607
0,1,47,90.5,189,1,1,0,0.3936
0,1,49,64.5,265,1,3,0,0.5691
1,1,41,55.8,284,1,1,0,0.789
1,1,59,96.4,62,1,2,0,0.9569
0,0,52,56.8,86,0,2,1,0.255
0,1,49,99.6,6,0,1,1,0.2701
1,1,62,51.0,154,1,2,1,0.9175
1,0,65,45.6,19,0,3,1,0.5973
1,0,61,92.9,251,1,1,1,0.5704
0,0,39,77.3,347,0,3,1,0.2017
1,1,38,68.2,49,1,1,1,0.866
0,1,45,49.5,188,1,2,0,0.4159
1,1,51,76.6,66,0,2,1,0.7265
0,1,33,66.7,364,0,2,0,0.2957
0,1,28,71.6,201,0,2,0,0.2523
1,1,50,79.7,98,1,3,1,1.0
1,0,61,80.2,148,0,3,0,0.5126
0,1,55,97.8,159,0,1,0,0.2967
1,1,36,81.0,303,1,2,0,0.8597
0,0,45,63.7,165,0,2,0,0.1059
0,1,46,63.1,27,1,3,1,0.6894
1,0,54,71.2,187,0,2,0,0.3833
0,0,20,59.3,325,1,2,1,0.3599
1,0,35,65.7,313,1,2,0,0.7146
0,0,35,91.3,197,0,3,0,0.1539
0,1,29,92.3,208,0,3,1,0.3998
1,1,35,79.5,265,0,2,1,0.7755
0,1,49,77.1,257,1,3,0,0.4785
0,1,59,68.5,256,0,2,1,0.4219
0,1,53,80.0,335,1,1,1,0.5453
1,1,36,89.3,345,0,2,1,0.8404
1,0,21,85.6,232,1,2,1,0.7643
0,0,28,47.0,203,0,1,1,0.1619
0,0,20,85.2,72,0,2,0,0.0623
0,0,44,84.6,12,0,2,1,0.1836
1,0,64,50.4,70,1,1,0,0.6357
0,1,33,53.3,0,1,2,0,0.4529
0,1,61,88.3,158,1,1,0,0.5536
1,0,35,75.7,215,1,1,1,0.705
1,0,47,90.2,194,0,2,0,0.4708
0,1,41,55.2,311,1,2,1,0.6265
1,1,23,46.7,3,0,2,1,0.5996
0,1,64,53.9,252,0,1,1,0.4195
1,1,51,69.9,283,1,1,0,0.9407
1,1,29,73.8,299,0,3,1,0.8113
1,0,59,92.2,29,0,1,0,0.4067
1,0,40,84.4,291,0,3,1,0.6031
0,0,53,99.5,105,0,1,0,0.0
0,1,57,49.3,121,0,2,0,0.2854
1,0,32,52.2,195,1,2,1,0.7541
0,0,33,49.6,202,1,2,1,0.4345
0,0,62,74.6,259,1,3,1,0.4564
0,1,64,59.7,266,0,2,0,0.3304
1,1,31,82.6,240,0,1,1,0.6966
1,1,32,52.3,52,1,2,0,0.881
0,1,29,50.7,123,0,2,0,0.3561
0,0,60,70.3,87,1,1,0,0.2606
0,0,52,65.7,309,0,3,1,0.2603
0,1,42,90.6,243,0,2,1,0.3677
1,1,31,91.1,339,1,3,1,1.0
0,1,19,51.5,44,0,3,1,0.4056
0,0,35,89.7,63,0,2,0,0.0522
0,1,52,76.0,185,1,1,0,0.4428
0,0,26,72.7,12,1,3,1,0.4086
0,1,28,50.2,208,1,1,1,0.5673
1,1,43,85.7,51,1,3,0,0.9272
1,1,20,48.3,337,1,2,1,0.9346
1,0,22,60.3,106,1,1,0,0.6223
1,1,49,50.2,8,0,1,0,0.5341
1,0,58,74.2,111,0,3,1,0.5128
0,0,27,80.5,119,1,1,0,0.1561
1,1,55,94.0,66,0,2,0,0.6797
1,0,23,85.4,81,0,1,0,0.4423
1,1,28,97.9,201,1,1,1,0.7763
0,1,34,86.9,184,0,3,0,0.3333
0,1,19,61.4,356,0,1,1,0.3603
0,1,58,75.1,156,0,1,0,0.2694
0,0,41,70.2,115,1,2,1,0.3871
1,0,22,76.1,113,0,1,0,0.3877
1,1,38,76.5,132,1,2,0,0.7822
1,1,23,83.6,247,1,1,0,0.7844
0,0,21,49.6,110,0,1,0,0.0154
1,0,26,86.1,231,0,2,1,0.529
1,0,22,52.9,58,1,1,0,0.6317
0,0,21,46.4,290,1,1,0,0.3598
0,1,26,73.5,260,1,3,1,0.5964
1,0,35,77.0,49,0,3,0,0.4902
1,0,60,46.9,315,1,1,0,0.5279
1,1,33,73.3,270,1,2,1,0.8683
1,1,19,74.4,363,1,3,0,0.9079
1,0,46,47.9,102,1,1,1,0.7373
1,1,65,84.1,151,1,3,0,0.8966
0,0,59,56.6,20,0,1,1,0.1115
0,1,53,88.7,257,0,2,0,0.3684
1,0,29,62.1,210,0,3,1,0.5491
0,1,58,71.3,81,1,3,1,0.5927
1,0,62,94.1,9,1,1,1,0.6991
1,1,54,89.3,164,0,2,0,0.6624
0,0,51,88.0,150,0,2,0,0.0311
0,1,52,53.8,172,0,2,1,0.3359
1,1,57,47.6,64,1,1,0,0.8338
0,1,23,78.3,249,1,2,1,0.5802
1,1,54,67.6,316,0,2,1,0.7958
0,1,53,95.0,117,0,1,0,0.1877
1,0,37,64.2,133,1,2,1,0.716
0,1,33,67.6,17,1,2,0,0.5249
1,1,25,73.9,346,1,3,1,1.0
0,0,61,88.8,254,0,2,0,0.0746
0,0,39,59.8,167,0,3,1,0.1178
0,1,22,96.8,16,1,3,1,0.636
1,1,22,74.7,9,0,3,0,0.6624
0,1,62,91.3,229,0,3,0,0.348
0,0,28,73.9,30,1,2,0,0.2119
1,1,60,87.5,214,1,3,1,0.9738
1,0,36,47.8,305,0,3,1,0.5968
0,0,56,89.0,339,1,3,0,0.4244
0,0,34,73.8,150,0,2,0,0.1477
0,1,54,69.7,44,0,1,0,0.2932
0,1,55,51.1,206,1,3,0,0.5399
1,1,35,85.8,138,0,3,0,0.6255
0,1,26,52.2,333,0,1,0,0.2676
1,0,34,55.6,268,1,2,0,0.5904
1,1,58,52.0,213,1,3,0,0.8738
0,0,50,45.4,161,1,2,0,0.2463
1,1,37,81.4,356,1,3,0,0.8983
0,0,35,59.9,202,0,2,1,0.1902
1,1,41,53.2,9,0,2,0,0.5704
1,1,30,62.6,349,0,3,1,0.8259
1,0,57,72.4,75,0,3,1,0.4966
0,1,45,72.7,233,0,2,1,0.5303
1,1,63,65.2,232,1,3,1,1.0
1,0,20,72.2,225,1,1,1,0.6542
1,0,53,68.5,216,1,2,1,0.7598
1,0,28,90.2,291,0,1,1,0.5154
1,0,56,46.6,3,1,3,0,0.6435
1,1,38,92.7,148,0,1,0,0.5804
0,1,54,58.4,188,1,1,1,0.6053
1,0,19,84.7,93,1,2,1,0.6902
1,1,23,67.3,37,1,1,1,0.9442
0,1,22,61.2,75,1,3,1,0.6892
1,0,64,78.8,294,1,2,1,0.7137
1,0,60,87.3,88,0,3,0,0.5047
0,1,49,69.7,309,0,3,1,0.4786
0,1,54,70.7,317,0,1,1,0.2801
1,0,57,48.2,274,0,3,0,0.5725
1,0,28,95.8,1,0,1,1,0.4601
1,0,34,91.6,149,0,2,1,0.5437
1,1,31,66.9,93,1,2,1,1.0
0,0,19,87.1,312,1,1,0,0.315
1,0,56,62.2,99,1,2,1,0.7202
0,1,35,85.2,258,0,2,0,0.3422
1,0,50,73.4,278,0,2,0,0.5127
0,0,47,70.3,3,0,2,0,0.0692
1,0,32,48.1,77,1,1,1,0.6593
0,1,46,98.1,197,1,1,1,0.5776
0,1,43,91.1,325,1,3,1,0.6038
0,0,18,88.6,164,1,3,1,0.4751
0,1,34,61.8,6,1,2,0,0.4232
0,0,56,60.9,0,1,1,0,0.1975
1,1,65,76.5,87,0,1,1,0.7453
1,1,19,91.5,179,0,1,1,0.7086
1,0,32,96.4,9,1,3,1,0.7731
0,0,39,59.8,133,1,2,0,0.3189
0,1,37,78.4,109,0,1,1,0.3133
1,1,46,84.8,124,1,3,0,0.8427
0,1,42,57.5,206,0,1,1,0.4351
0,1,60,67.4,300,1,1,1,0.6072
0,0,41,55.3,139,1,3,0,0.3011
0,1,51,83.4,102,1,3,0,0.528
1,0,60,92.5,110,1,1,0,0.5891
1,0,38,93.3,69,0,2,0,0.4696
1,1,65,81.9,109,0,2,0,0.6402
0,1,19,64.1,223,1,3,1,0.6252
1,1,33,81.4,223,0,1,1,0.6595
0,0,57,92.5,218,1,3,0,0.3623
1,0,38,79.4,238,0,1,1,0.4989
1,1,54,67.7,118,0,1,0,0.6486
0,1,25,95.6,330,1,1,0,0.3906
1,1,31,90.9,213,0,3,1,0.7535
0,0,63,93.5,35,1,3,1,0.4358
1,0,39,94.7,342,0,3,0,0.4964
1,1,35,66.7,356,1,3,0,0.8678
1,0,22,92.3,278,0,2,1,0.612
1,0,59,76.4,255,1,1,1,0.7663
1,0,64,47.1,154,0,3,1,0.5328
1,0,62,80.0,270,1,1,0,0.6128
0,1,47,70.9,41,1,2,0,0.4241
1,1,48,60.1,28,0,3,0,0.6415
1,1,26,98.4,182,0,2,0,0.6314
0,0,48,48.0,202,0,3,0,0.1054
0,1,48,97.0,48,1,1,0,0.4753
1,1,58,53.8,326,1,2,1,0.9979
1,0,26,65.7,330,0,2,1,0.62
0,0,54,67.9,53,0,3,1,0.2265
1,0,23,85.2,221,0,1,1,0.4319
1,1,59,56.9,351,1,1,0,0.8317
1,1,43,99.2,359,0,1,1,0.7711
0,0,27,86.2,36,1,1,0,0.2446
1,1,23,88.4,204,1,3,0,0.9203
0,1,50,50.9,279,1,2,1,0.6604
1,0,62,71.2,54,1,3,1,0.6859
0,0,47,97.0,222,1,1,0,0.2974
0,1,57,59.9,107,1,2,1,0.6011
1,1,41,53.0,205,1,2,0,0.9273
0,0,45,71.7,171,1,1,1,0.3267
0,0,62,96.2,89,1,3,1,0.4708
1,0,55,71.8,5,0,3,0,0.4465
0,0,46,67.3,286,0,1,1,0.1828
0,1,61,80.8,170,1,2,0,0.4913
0,1,32,96.5,362,0,2,0,0.4024
0,1,25,47.7,267,0,3,1,0.3918
1,1,40,53.4,192,0,2,0,0.6566
1,1,60,52.3,243,1,1,1,0.9747
1,0,26,49.7,179,1,2,1,0.8425
0,0,28,61.6,247,0,3,1,0.1849
1,0,23,57.6,69,1,3,1,0.8099
0,0,64,75.2,220,1,1,0,0.2503
1,1,29,63.0,29,1,3,0,0.9001
0,1,51,67.3,118,1,1,1,0.5162
1,0,38,96.8,204,0,2,1,0.6092
0,1,49,53.6,221,0,2,0,0.2803
0,0,53,66.4,125,0,2,0,0.1324
0,1,42,59.1,54,0,1,1,0.3384
0,1,52,75.2,38,1,3,1,0.5371
1,1,51,85.5,337,1,1,1,0.9419
0,1,36,89.9,261,1,2,1,0.5503
0,1,54,73.3,183,1,2,0,0.4754
0,1,34,92.0,7,1,2,1,0.7034
1,1,33,88.2,310,1,2,1,0.9753
1,0,33,53.6,360,1,2,1,0.7695
1,0,61,58.5,15,1,1,0,0.5231
0,1,21,81.9,63,1,2,1,0.4812
0,0,47,98.6,252,1,1,0,0.2269
1,0,51,65.7,10,0,1,1,0.4554
0,0,22,57.6,87,0,2,1,0.1317
1,0,50,92.8,210,1,2,0,0.611
0,0,63,56.0,3,1,2,1,0.2921
0,1,26,83.4,130,1,1,1,0.5322
1,1,34,46.9,270,0,3,0,0.5953
0,1,29,46.0,359,1,1,0,0.49
0,0,41,69.8,67,0,2,0,0.0241
0,0,29,81.1,336,1,1,0,0.2688
1,1,32,52.8,8,0,3,1,0.7699
0,0,33,87.0,24,1,3,1,0.3478
0,1,40,52.1,64,0,3,0,0.2467
0,1,35,74.4,103,1,1,1,0.5598
0,0,39,62.0,65,0,3,1,0.16
1,0,63,86.4,182,1,3,1,0.7389
1,0,61,89.2,172,1,1,1,0.6799
1,1,48,48.6,288,1,2,1,1.0
0,1,60,55.6,21,0,3,1,0.4884
1,1,32,94.1,41,0,1,1,0.6402
1,1,38,67.9,203,0,3,0,0.6248
0,0,25,71.2,154,0,1,1,0.0788
0,1,57,54.2,10,1,2,0,0.4976
0,0,53,99.7,297,1,1,1,0.4039
1,1,59,95.8,77,1,1,1,0.9526
0,1,55,45.1,103,0,3,0,0.4181
1,1,23,75.3,277,1,1,0,0.8157
0,1,34,93.0,136,0,2,0,0.2188
1,1,57,68.7,206,0,1,0,0.6589
0,1,62,69.0,250,0,1,0,0.2211
0,0,64,65.9,224,1,1,0,0.1936
1,1,53,46.6,56,0,2,1,0.798
0,0,45,88.5,338,0,2,1,0.0919
1,0,64,70.1,286,0,1,0,0.4764
0,1,40,74.2,273,0,1,1,0.3906
1,1,48,59.1,167,0,1,0,0.5812
1,1,63,88.1,356,1,3,0,0.9271
0,0,28,88.7,172,0,2,0,0.1157
0,0,37,75.4,97,0,1,0,0.008
0,0,49,94.8,341,0,1,1,0.1591
1,0,34,51.4,259,0,2,0,0.5843
1,1,59,88.3,172,1,3,1,1.0
1,0,55,75.7,173,0,1,1,0.6152
1,0,23,57.7,211,1,2,1,0.7348
1,0,18,52.3,194,0,3,1,0.541
1,0,54,61.6,264,0,2,0,0.4739
1,1,21,92.1,271,0,2,0,0.6261
0,1,48,88.3,306,1,1,0,0.4825
1,1,28,80.5,307,1,2,1,0.9127
0,1,34,50.0,136,0,1,0,0.2461
1,1,24,97.5,82,1,3,0,0.7972
1,0,52,61.8,43,1,1,0,0.5793
1,0,19,78.4,206,1,2,0,0.6687
0,0,57,89.2,116,0,2,0,0.0965
1,0,54,52.3,4,1,2,1,0.7437
1,0,54,80.9,220,1,1,1,0.6765
1,1,27,46.8,282,1,3,0,0.8781
0,0,29,50.6,113,1,3,1,0.3591
0,1,34,84.8,249,1,2,1,0.6341
1,1,63,53.5,300,1,1,1,1.0
1,1,43,69.4,89,0,2,1,0.7207
1,0,22,58.7,27,0,1,0,0.3608
0,0,22,68.2,31,1,3,1,0.2865
1,0,55,49.2,216,1,1,1,0.6806
1,1,64,86.5,308,0,1,1,0.7634
1,1,44,49.3,70,1,2,1,0.9424
0,0,22,91.1,251,0,1,0,0.1142
1,1,25,81.4,29,1,3,1,1.0
1,1,48,67.9,255,0,3,0,0.6644
0,1,50,92.7,308,0,3,0,0.2946
1,0,38,55.2,158,1,2,1,0.7749
1,1,52,59.6,8,1,1,0,0.7885
1,0,38,52.5,322,1,1,0,0.5748
0,0,32,66.0,155,0,2,0,0.0245
0,1,53,99.3,213,0,3,0,0.3728
1,1,19,53.9,153,0,3,0,0.6807
0,1,47,90.7,82,0,2,1,0.3136
1,0,45,80.9,100,0,2,0,0.4389
1,0,34,45.9,9,1,3,1,0.6956
0,1,61,97.0,335,0,3,1,0.4797
0,1,37,98.4,279,0,1,1,0.4192
0,0,57,95.9,280,1,3,1,0.4871
1,1,46,72.6,179,1,3,1,0.9922
1,0,22,57.1,89,0,1,1,0.5078
1,1,42,66.5,128,0,2,1,0.7273
1,1,27,78.8,308,1,1,1,0.8826
0,1,36,65.8,106,1,1,1,0.6076
1,0,58,83.9,279,0,3,0,0.5209
0,1,65,88.8,282,0,2,0,0.2643
1,1,18,56.5,106,1,3,1,0.8852
1,0,64,67.3,154,1,2,1,0.7107
0,0,51,97.7,343,1,1,0,0.347
0,0,31,58.7,231,0,2,1,0.2232
1,0,42,64.1,294,0,3,1,0.6021
0,0,43,47.0,332,0,2,0,0.1783
1,0,38,63.3,83,1,2,1,0.6251
1,0,33,65.4,357,0,2,0,0.4616
1,0,27,50.5,75,0,3,1,0.6217
1,1,49,45.1,260,1,1,1,0.8687
0,1,61,76.6,336,0,1,1,0.3356
0,1,62,61.6,229,0,2,1,0.3875
0,1,37,46.0,271,1,2,1,0.5771
0,0,26,92.3,220,1,2,0,0.2776
1,0,51,77.1,180,1,1,1,0.7161
1,0,48,54.4,201,0,3,1,0.5492
0,0,36,92.6,284,0,2,0,0.0891
0,0,64,58.9,117,0,2,1,0.1414
0,1,48,57.5,116,0,2,1,0.3729
1,1,47,94.2,196,1,1,1,0.9199
0,0,64,54.9,193,0,1,0,0.0654
1,1,41,93.3,291,1,3,0,0.8595
0,0,50,89.2,103,0,2,1,0.1433
0,0,35,62.0,173,1,2,1,0.3713
1,1,38,46.9,300,1,1,0,0.8037
1,1,48,49.5,102,0,1,1,0.6412
0,0,56,51.0,8,0,2,0,0.0194
0,1,59,94.0,163,1,2,1,0.6145
1,0,58,67.2,4,1,2,0,0.4996
1,0,60,46.8,334,0,1,0,0.458
1,1,21,75.6,328,1,2,1,0.9787
1,0,43,56.4,88,0,3,0,0.5061
1,0,50,57.9,177,0,1,1,0.5032
0,1,61,53.8,283,0,3,0,0.3966
1,0,50,86.9,26,0,3,1,0.599
0,0,37,45.0,365,1,1,0,0.403
1,1,58,69.1,174,1,2,1,1.0
1,1,25,49.8,160,1,3,0,0.8318
0,1,53,75.4,114,1,2,0,0.6422
0,0,25,64.0,96,1,3,1,0.489
1,0,48,46.6,165,1,1,1,0.6946
1,1,39,70.4,135,0,2,0,0.5715
1,1,59,76.4,163,0,3,0,0.6479
0,0,64,58.6,362,1,3,1,0.4298
0,1,36,87.1,201,0,1,0,0.2889
1,0,37,65.4,168,0,3,1,0.5277
0,0,40,86.2,135,1,1,1,0.3498
1,1,41,76.8,157,0,3,1,0.8063
0,0,60,92.8,300,0,2,1,0.1592
1,1,41,75.1,226,0,1,1,0.7079
1,0,53,55.2,365,0,3,1,0.5599
1,0,26,90.2,301,0,3,0,0.5806
0,0,57,88.1,348,0,2,1,0.1795
1,1,33,98.5,271,1,3,0,0.903
1,0,44,50.1,323,0,1,1,0.4721
0,0,62,77.5,49,1,3,1,0.3652
0,1,54,72.0,323,0,3,0,0.3248
1,1,30,81.9,1,0,2,1,0.6534
1,0,19,98.9,330,1,2,1,0.7693
1,1,29,74.3,74,0,3,1,0.6843
1,0,58,82.7,246,1,2,1,0.7532
0,0,50,64.1,214,0,3,0,0.1327
1,0,40,61.4,229,1,3,0,0.6886
0,0,31,63.4,241,1,1,0,0.3071
1,0,56,47.1,187,0,3,0,0.5263
1,0,47,60.7,128,0,1,0,0.3575
1,1,63,54.5,96,1,1,1,0.9164
0,0,51,70.2,364,1,3,1,0.4503
0,0,26,70.3,164,0,2,1,0.2371
0,1,32,87.1,176,0,3,0,0.2988
1,0,41,72.6,116,0,3,0,0.3797
0,0,65,70.5,209,1,2,0,0.2849
1,0,58,57.7,272,0,2,0,0.4518
1,0,42,91.9,326,1,1,1,0.7865
1,1,53,50.0,50,1,3,0,0.8999
1,0,49,99.0,264,0,2,0,0.3903
1,1,64,71.2,63,1,2,1,0.983
1,1,38,55.2,340,1,1,0,0.7836
1,1,59,64.5,228,1,3,0,0.8388
1,0,56,45.8,348,0,2,0,0.4719
0,0,23,54.2,297,1,1,0,0.2835
1,1,64,63.4,236,0,1,1,0.7083
0,1,42,75.5,224,0,1,0,0.257
1,0,19,52.1,116,1,1,1,0.6344
1,0,48,82.2,249,0,3,1,0.579
1,0,47,91.4,69,0,3,0,0.5201
1,0,32,76.5,344,0,2,0,0.4596
0,0,35,61.3,34,0,2,1,0.2608
0,1,49,51.7,272,0,2,0,0.3039
0,1,31,45.9,43,1,2,0,0.4305
0,1,35,85.2,359,0,2,0,0.271
0,0,52,79.6,344,0,1,0,0.1347
0,1,39,71.2,106,0,3,0,0.329
1,0,31,50.6,228,1,1,0,0.5442
1,1,55,56.4,251,0,3,1,0.7916
0,0,31,89.8,43,0,1,0,0.0661
0,1,51,71.4,48,1,1,1,0.4751
0,1,39,98.0,59,0,2,1,0.3632
1,0,33,100.0,257,1,3,1,0.7426
1,0,65,89.0,64,0,3,0,0.4363
1,1,33,59.2,113,0,3,1,0.7157
1,1,33,57.7,258,0,2,1,0.655
1,0,57,58.9,348,1,2,1,0.6948
0,0,55,99.3,161,1,2,0,0.3383
1,0,35,63.4,163,1,2,1,0.7103
0,1,40,83.9,14,0,1,1,0.4258
1,1,63,97.7,36,1,3,0,0.8023
0,0,65,90.1,137,1,2,0,0.298
1,1,57,77.9,264,1,2,1,0.9646
1,0,35,54.3,305,0,2,1,0.5576
1,1,63,54.6,45,1,2,0,0.8809
1,0,39,72.1,105,1,3,0,0.6008
1,0,57,97.4,80,1,1,0,0.6496
0,1,47,94.7,302,1,1,1,0.5572
1,0,65,54.1,273,0,2,0,0.4762
1,0,59,60.8,112,1,1,1,0.691
1,1,59,77.4,207,1,2,1,1.0
1,1,35,71.3,306,0,2,0,0.6139
1,1,35,51.6,364,1,3,1,0.9252
1,1,58,65.3,240,1,1,1,0.9516
1,0,18,97.5,88,0,1,1,0.5026
1,0,65,97.3,182,0,2,0,0.4589
1,0,59,75.8,271,1,3,0,0.7498
0,0,32,79.9,254,0,2,1,0.2131
0,0,22,57.2,343,1,3,0,0.3332
1,1,44,85.8,244,0,1,0,0.6154
1,1,34,47.9,267,1,3,0,0.9848
1,0,58,57.1,98,0,1,0,0.4132
1,1,49,45.3,58,0,1,0,0.6298
1,1,55,66.2,72,0,1,0,0.5533
0,1,43,91.8,111,1,2,0,0.5242
1,1,19,99.0,164,0,2,1,0.7192
0,1,45,81.7,287,1,3,0,0.4523
1,0,62,86.0,210,1,2,0,0.656
1,1,40,59.5,21,0,2,0,0.6258
1,0,37,73.6,353,1,3,0,0.7162
1,0,53,85.5,82,1,1,1,0.6813
0,0,59,72.4,241,1,3,0,0.3855
0,0,39,49.9,11,1,2,1,0.3836
0,0,28,85.7,4,1,1,0,0.2173
0,1,45,57.1,281,1,3,0,0.5922
0,0,62,50.4,115,0,1,0,0.0675
1,0,39,71.3,346,1,2,0,0.6714
1,0,34,49.1,19,1,2,1,0.6953
0,1,48,79.6,188,0,3,0,0.4247
1,1,28,80.2,135,0,1,0,0.5523
1,1,53,59.1,335,0,2,1,0.7448
1,1,31,98.0,57,1,1,1,0.8736
0,0,52,90.3,172,0,3,1,0.2143
0,0,40,51.0,192,1,3,1,0.4563
0,0,46,86.2,4,0,3,1,0.222
0,0,40,64.4,158,1,2,1,0.4162
1,0,61,86.3,278,1,2,0,0.6503
1,1,53,89.0,139,0,2,0,0.6935
1,0,33,53.3,3,1,2,0,0.5784
1,1,56,81.4,292,0,3,1,0.7478
1,0,37,92.5,74,1,2,0,0.5658
1,1,42,62.8,233,0,2,1,0.7266
0,1,36,49.4,103,1,2,0,0.4858
1,1,43,46.5,136,0,3,0,0.6406
1,0,49,51.1,281,0,3,0,0.4634
1,1,38,45.2,230,0,2,0,0.7037
1,0,26,63.0,282,1,1,0,0.5876
1,0,60,61.5,237,1,1,1,0.7
0,1,36,51.1,234,0,2,1,0.4177
1,1,38,80.8,189,1,2,0,0.7592
1,1,35,99.6,177,1,2,1,0.881
0,1,23,94.6,344,0,3,0,0.3851
0,0,52,58.9,337,0,1,0,0.0
1,0,31,87.3,221,0,3,0,0.4064
1,0,26,96.5,213,1,1,1,0.6295
0,1,52,94.9,212,1,3,0,0.5115
1,1,19,93.7,358,0,3,1,0.7352
0,1,23,88.3,92,0,2,1,0.3369
0,1,52,61.1,45,1,2,0,0.5306
0,0,42,49.6,254,0,2,1,0.1912
1,0,26,71.8,190,1,3,0,0.687
0,0,48,48.0,325,0,2,0,0.1289
0,1,24,99.9,144,0,3,1,0.4728
1,1,45,64.7,343,0,3,1,0.7729
0,1,19,97.7,103,0,2,0,0.2768
0,1,18,87.5,63,0,2,1,0.3638
1,1,54,67.6,156,1,3,0,0.8211
1,0,41,51.5,307,0,1,0,0.4174
1,1,52,58.0,349,0,1,1,0.7464
1,0,24,82.0,127,1,3,0,0.7107
1,1,55,90.6,23,0,2,1,0.6758
1,0,46,98.9,124,0,2,0,0.488
1,1,18,52.3,174,0,2,0,0.6207
1,1,47,53.6,100,0,3,0,0.7252
1,0,63,47.3,50,0,2,0,0.4221
1,1,49,59.3,257,1,1,1,0.9324
1,1,27,90.2,148,1,1,0,0.7845
1,1,51,55.9,167,0,2,0,0.7177
1,0,28,75.1,104,1,3,1,0.7196
1,1,65,69.6,68,0,1,0,0.6441
0,1,54,62.9,34,1,2,1,0.5159
1,1,44,79.0,162,0,2,0,0.605
1,1,65,72.6,338,0,1,1,0.8143
0,1,27,63.4,207,0,3,0,0.36
0,0,55,82.9,152,1,3,1,0.4343
0,0,39,60.4,79,1,1,0,0.2542
1,0,41,80.4,30,1,3,1,0.8097
0,0,25,97.6,224,1,2,1,0.4157
1,1,23,85.1,254,1,3,0,0.8865
1,1,21,68.0,208,1,1,1,0.9349
0,0,22,86.1,179,0,1,0,0.048
0,0,23,89.5,304,0,1,0,0.0551
0,0,64,62.9,143,1,2,1,0.3505
1,0,49,83.8,229,0,2,0,0.3954
0,0,55,68.9,313,0,2,0,0.1326
0,1,37,90.0,305,0,1,1,0.367
0,0,57,61.2,333,1,3,0,0.2642
0,1,62,96.6,63,1,2,1,0.5555
0,1,53,76.6,307,1,1,1,0.5899
0,0,31,64.4,39,0,1,1,0.104
0,1,64,68.1,242,1,2,1,0.6143
0,1,36,64.1,360,0,3,0,0.2375
1,1,28,53.0,244,0,2,0,0.728
0,1,56,48.8,309,0,3,1,0.4559
1,0,18,62.7,96,0,1,1,0.4003
0,1,52,70.2,144,0,1,1,0.1817
1,1,36,64.9,55,0,1,1,0.703
1,0,50,45.8,29,1,3,1,0.7069
1,0,49,76.8,107,0,2,0,0.4465
0,0,53,53.0,213,0,2,0,0.1379
1,1,41,56.6,220,0,3,1,0.7413
1,0,60,51.6,103,0,2,1,0.5675
0,1,24,73.6,180,1,3,0,0.5696
0,0,24,50.2,126,0,2,1,0.2063
1,1,63,59.1,197,1,2,1,1.0
0,0,64,69.8,342,0,3,1,0.201
0,0,22,54.2,32,1,2,1,0.3029
0,1,31,69.5,333,1,1,0,0.3968
1,0,62,63.9,233,1,1,0,0.6184
1,0,43,92.3,35,0,3,0,0.4769
0,1,18,88.7,17,1,2,1,0.6006
1,0,30,99.6,306,0,3,1,0.5891
0,0,40,74.1,231,1,3,1,0.4474
