year,month,district,blood_group,registrations,emergency_requests,demand
2022,12,Tirunelveli,AB-,64,2,34
2022,12,Tirunelveli,O+,61,12,90
2022,12,Tirunelveli,O-,16,6,31
2022,12,Thoothukudi,A+,62,13,82
2022,12,Thoothukudi,A-,40,3,29
2022,12,Thoothukudi,B+,31,8,43
2022,12,Thoothukudi,B-,40,11,43
2022,12,Thoothukudi,AB+,7,12,20
2022,12,Thoothukudi,AB-,15,14,28
2022,12,Thoothukudi,O+,6,14,47
2022,12,Thoothukudi,O-,17,2,12
2022,12,Namakkal,A+,60,7,68
2022,12,Namakkal,A-,63,11,52
2022,12,Namakkal,B+,45,2,35
2022,12,Namakkal,B-,44,12,47
2022,12,Namakkal,AB+,38,2,28
2022,12,Namakkal,AB-,33,2,19
2022,12,Namakkal,O+,60,10,80
2022,12,Namakkal,O-,44,6,37
2022,12,Dharmapuri,A+,12,10,30
2022,12,Dharmapuri,A-,34,8,27
2022,12,Dharmapuri,B+,60,3,50
2022,12,Dharmapuri,B-,69,14,52
2022,12,Dharmapuri,AB+,64,4,33
2022,12,Dharmapuri,AB-,21,8,24
2022,12,Dharmapuri,O+,76,2,83
2022,12,Dharmapuri,O-,10,7,30
2022,12,Krishnagiri,A+,10,7,23
2022,12,Krishnagiri,A-,35,11,36
2022,12,Krishnagiri,B+,12,10,36
2022,12,Krishnagiri,B-,30,14,43
2022,12,Krishnagiri,AB+,60,5,40
2022,12,Krishnagiri,AB-,66,12,46
2022,12,Krishnagiri,O+,58,8,78
2022,12,Krishnagiri,O-,7,6,23
2022,12,Dindigul,A+,45,11,67
2022,12,Dindigul,A-,15,2,16
2022,12,Dindigul,B+,77,4,69
2022,12,Dindigul,B-,77,0,43
2022,12,Dindigul,AB+,24,11,34
2022,12,Dindigul,AB-,17,11,25
2022,12,Dindigul,O+,67,13,102
2022,12,Dindigul,O-,58,9,58
2022,12,Thanjavur,A+,76,1,57
2022,12,Thanjavur,A-,40,8,35
2022,12,Thanjavur,B+,19,7,39
2022,12,Thanjavur,B-,68,14,61
2022,12,Thanjavur,AB+,52,10,41
2022,12,Thanjavur,AB-,29,9,21
2022,12,Thanjavur,O+,9,11,42
2022,12,Thanjavur,O-,11,1,9
2022,12,Karur,A+,16,11,36
2022,12,Karur,A-,25,9,33
2022,12,Karur,B+,46,13,72
2022,12,Karur,B-,7,8,15
2022,12,Karur,AB+,66,12,47
2022,12,Karur,AB-,23,10,28
2022,12,Karur,O+,41,12,81
2022,12,Karur,O-,74,10,76
2023,1,Chennai,A+,54,14,86
2023,1,Chennai,A-,20,2,14
2023,1,Chennai,B+,38,7,48
2023,1,Chennai,B-,50,6,41
2023,1,Chennai,AB+,53,4,30
2023,1,Chennai,AB-,66,0,23
2023,1,Chennai,O+,7,4,27
2023,1,Chennai,O-,16,5,29
2023,1,Coimbatore,A+,22,3,21
2023,1,Coimbatore,A-,74,9,57
2023,1,Coimbatore,B+,21,4,23
2023,1,Coimbatore,B-,74,14,56
2023,1,Coimbatore,AB+,58,14,55
2023,1,Coimbatore,AB-,13,3,5
2023,1,Coimbatore,O+,17,5,25
2023,1,Coimbatore,O-,9,1,8
2023,1,Madurai,A+,45,1,32
2023,1,Madurai,A-,11,4,8
2023,1,Madurai,B+,57,3,43
2023,1,Madurai,B-,36,7,26
2023,1,Madurai,AB+,78,6,47
2023,1,Madurai,AB-,45,0,20
2023,1,Madurai,O+,29,7,56
2023,1,Madurai,O-,16,10,31
2023,1,Salem,A+,54,8,69
2023,1,Salem,A-,71,3,43
2023,1,Salem,B+,10,1,8
2023,1,Salem,B-,49,0,31
2023,1,Salem,AB+,47,1,33
2023,1,Salem,AB-,11,6,10
2023,1,Salem,O+,20,0,27
2023,1,Salem,O-,75,9,78
2023,1,Trichy,A+,5,1,15
2023,1,Trichy,A-,37,12,36
2023,1,Trichy,B+,55,0,36
2023,1,Trichy,B-,64,2,39
2023,1,Trichy,AB+,9,14,31
2023,1,Trichy,AB-,51,4,23
2023,1,Trichy,O+,64,3,65
2023,1,Trichy,O-,10,13,34
2023,1,Vellore,A+,14,11,39
2023,1,Vellore,A-,77,7,52
2023,1,Vellore,B+,72,12,80
2023,1,Vellore,B-,31,3,26
2023,1,Vellore,AB+,79,10,50
2023,1,Vellore,AB-,37,13,35
2023,1,Vellore,O+,11,0,16
2023,1,Vellore,O-,60,4,50
2023,1,Erode,A+,50,1,38
2023,1,Erode,A-,38,3,34
2023,1,Erode,B+,74,10,84
2023,1,Erode,B-,58,6,33
2023,1,Erode,AB+,69,12,60
2023,1,Erode,AB-,77,6,41
2023,1,Erode,O+,63,1,67
2023,1,Erode,O-,50,13,62
2023,1,Tirunelveli,A+,72,2,59
2023,1,Tirunelveli,A-,9,8,17
2023,1,Tirunelveli,B+,61,14,75
2023,1,Tirunelveli,B-,63,11,52
2023,1,Tirunelveli,AB+,24,9,26
2023,1,Tirunelveli,AB-,37,11,25
2023,1,Tirunelveli,O+,60,7,76
2023,1,Tirunelveli,O-,24,6,24
2023,1,Thoothukudi,A+,51,5,61
2023,1,Thoothukudi,A-,49,6,43
2023,1,Thoothukudi,B+,39,7,46
2023,1,Thoothukudi,B-,31,14,36
2023,1,Thoothukudi,AB+,36,12,37
2023,1,Thoothukudi,AB-,57,12,36
2023,1,Thoothukudi,O+,47,3,49
2023,1,Thoothukudi,O-,68,10,67
2023,1,Namakkal,A+,27,11,57
2023,1,Namakkal,A-,47,7,38
2023,1,Namakkal,B+,35,5,41
2023,1,Namakkal,B-,23,3,24
2023,1,Namakkal,AB+,72,8,47
2023,1,Namakkal,AB-,64,10,33
2023,1,Namakkal,O+,16,5,36
2023,1,Namakkal,O-,32,4,37
2023,1,Dharmapuri,A+,50,0,44
2023,1,Dharmapuri,A-,30,5,33
2023,1,Dharmapuri,B+,72,7,72
2023,1,Dharmapuri,B-,16,12,25
2023,1,Dharmapuri,AB+,56,4,36
2023,1,Dharmapuri,AB-,43,2,14
2023,1,Dharmapuri,O+,75,0,74
2023,1,Dharmapuri,O-,28,2,29
2023,1,Krishnagiri,A+,12,7,34
2023,1,Krishnagiri,A-,6,13,23
2023,1,Krishnagiri,B+,49,9,51
2023,1,Krishnagiri,B-,42,2,26
2023,1,Krishnagiri,AB+,37,13,47
2023,1,Krishnagiri,AB-,76,13,43
2023,1,Krishnagiri,O+,16,6,37
2023,1,Krishnagiri,O-,12,8,27
2023,1,Dindigul,A+,42,0,27
2023,1,Dindigul,A-,49,10,45
2023,1,Dindigul,B+,47,8,62
2023,1,Dindigul,B-,14,3,8
2023,1,Dindigul,AB+,61,13,59
2023,1,Dindigul,AB-,5,8,13
2023,1,Dindigul,O+,50,10,83
2023,1,Dindigul,O-,65,2,49
2023,1,Thanjavur,A+,45,14,77
2023,1,Thanjavur,A-,5,14,36
2023,1,Thanjavur,B+,69,4,55
2023,1,Thanjavur,B-,8,0,1
2023,1,Thanjavur,AB+,43,14,46
2023,1,Thanjavur,AB-,58,9,35
2023,1,Thanjavur,O+,49,4,60
2023,1,Thanjavur,O-,31,6,36
2023,1,Karur,A+,33,13,55
2023,1,Karur,A-,26,2,21
2023,1,Karur,B+,64,9,65
2023,1,Karur,B-,25,9,28
2023,1,Karur,AB+,70,13,50
2023,1,Karur,AB-,22,0,16
2023,1,Karur,O+,7,4,15
2023,1,Karur,O-,63,6,58
2023,2,Chennai,A+,36,10,50
2023,2,Chennai,A-,57,12,49
2023,2,Chennai,B+,8,11,35
2023,2,Chennai,B-,61,5,38
2023,2,Chennai,AB+,69,2,45
2023,2,Chennai,AB-,38,14,33
2023,2,Chennai,O+,76,2,78
2023,2,Chennai,O-,50,7,52
2023,2,Coimbatore,A+,47,13,72
2023,2,Coimbatore,A-,59,9,57
2023,2,Coimbatore,B+,76,9,85
2023,2,Coimbatore,B-,41,13,43
2023,2,Coimbatore,AB+,61,2,29
2023,2,Coimbatore,AB-,33,7,27
2023,2,Coimbatore,O+,77,12,101
2023,2,Coimbatore,O-,19,1,15
2023,2,Madurai,A+,33,7,40
2023,2,Madurai,A-,62,6,52
2023,2,Madurai,B+,42,12,68
2023,2,Madurai,B-,69,8,50
2023,2,Madurai,AB+,31,10,30
2023,2,Madurai,AB-,73,2,35
2023,2,Madurai,O+,17,0,21
2023,2,Madurai,O-,71,5,62
2023,2,Salem,A+,51,3,42
2023,2,Salem,A-,37,5,28
2023,2,Salem,B+,68,8,76
2023,2,Salem,B-,75,5,41
2023,2,Salem,AB+,71,4,40
2023,2,Salem,AB-,76,7,42
2023,2,Salem,O+,69,2,67
2023,2,Salem,O-,45,3,35
2023,2,Trichy,A+,75,1,68
2023,2,Trichy,A-,36,11,34
2023,2,Trichy,B+,18,12,48
2023,2,Trichy,B-,54,7,32
2023,2,Trichy,AB+,51,0,19
2023,2,Trichy,AB-,34,1,21
2023,2,Trichy,O+,5,1,12
2023,2,Trichy,O-,11,0,11
2023,2,Vellore,A+,23,12,50
2023,2,Vellore,A-,70,2,41
2023,2,Vellore,B+,40,0,30
2023,2,Vellore,B-,76,8,52
2023,2,Vellore,AB+,68,14,60
2023,2,Vellore,AB-,45,10,28
2023,2,Vellore,O+,49,0,42
2023,2,Vellore,O-,61,1,37
2023,2,Erode,A+,65,1,54
2023,2,Erode,A-,33,4,34
2023,2,Erode,B+,73,9,83
2023,2,Erode,B-,33,12,33
2023,2,Erode,AB+,69,7,50
2023,2,Erode,AB-,5,9,18
2023,2,Erode,O+,7,1,5
2023,2,Erode,O-,61,4,54
2023,2,Tirunelveli,A+,22,9,41
2023,2,Tirunelveli,A-,11,6,11
2023,2,Tirunelveli,B+,72,3,65
2023,2,Tirunelveli,B-,5,6,9
2023,2,Tirunelveli,AB+,21,11,35
2023,2,Tirunelveli,AB-,59,2,20
2023,2,Tirunelveli,O+,8,4,27
2023,2,Tirunelveli,O-,48,13,55
2023,2,Thoothukudi,A+,55,3,56
2023,2,Thoothukudi,A-,21,4,24
2023,2,Thoothukudi,B+,40,12,56
2023,2,Thoothukudi,B-,7,14,22
2023,2,Thoothukudi,AB+,73,4,44
2023,2,Thoothukudi,AB-,27,14,26
2023,2,Thoothukudi,O+,38,8,62
2023,2,Thoothukudi,O-,51,14,61
2023,2,Namakkal,A+,11,7,33
2023,2,Namakkal,A-,61,13,55
2023,2,Namakkal,B+,26,14,52
2023,2,Namakkal,B-,25,12,32
2023,2,Namakkal,AB+,53,14,46
2023,2,Namakkal,AB-,31,9,21
2023,2,Namakkal,O+,48,2,45
2023,2,Namakkal,O-,72,12,70
2023,2,Dharmapuri,A+,42,3,46
2023,2,Dharmapuri,A-,72,12,64
2023,2,Dharmapuri,B+,78,10,87
2023,2,Dharmapuri,B-,78,10,49
2023,2,Dharmapuri,AB+,13,12,28
2023,2,Dharmapuri,AB-,61,4,35
2023,2,Dharmapuri,O+,15,11,46
2023,2,Dharmapuri,O-,37,13,62
2023,2,Krishnagiri,A+,33,6,50
2023,2,Krishnagiri,A-,60,4,39
2023,2,Krishnagiri,B+,35,2,27
2023,2,Krishnagiri,B-,22,9,24
2023,2,Krishnagiri,AB+,77,13,66
2023,2,Krishnagiri,AB-,39,0,18
2023,2,Krishnagiri,O+,20,0,16
2023,2,Krishnagiri,O-,37,9,40
2023,2,Dindigul,A+,40,10,63
2023,2,Dindigul,A-,8,14,26
2023,2,Dindigul,B+,9,4,23
2023,2,Dindigul,B-,8,9,14
2023,2,Dindigul,AB+,39,9,37
2023,2,Dindigul,AB-,23,4,18
2023,2,Dindigul,O+,70,14,101
2023,2,Dindigul,O-,79,11,80
2023,2,Thanjavur,A+,6,10,30
2023,2,Thanjavur,A-,52,5,35
2023,2,Thanjavur,B+,12,3,20
2023,2,Thanjavur,B-,29,7,32
2023,2,Thanjavur,AB+,8,6,20
2023,2,Thanjavur,AB-,47,9,32
2023,2,Thanjavur,O+,42,0,44
2023,2,Thanjavur,O-,42,7,46
2023,2,Karur,A+,21,12,46
2023,2,Karur,A-,28,6,24
2023,2,Karur,B+,67,11,74
2023,2,Karur,B-,26,9,25
2023,2,Karur,AB+,78,0,43
2023,2,Karur,AB-,76,7,42
2023,2,Karur,O+,26,6,42
2023,2,Karur,O-,51,11,62
2023,3,Chennai,A+,38,13,71
2023,3,Chennai,A-,74,6,52
2023,3,Chennai,B+,78,7,77
2023,3,Chennai,B-,77,1,47
2023,3,Chennai,AB+,67,14,63
2023,3,Chennai,AB-,23,7,21
2023,3,Chennai,O+,12,9,37
2023,3,Chennai,O-,35,2,24
2023,3,Coimbatore,A+,54,7,64
2023,3,Coimbatore,A-,33,4,28
2023,3,Coimbatore,B+,73,4,64
2023,3,Coimbatore,B-,60,11,42
2023,3,Coimbatore,AB+,60,12,49
2023,3,Coimbatore,AB-,48,11,30
2023,3,Coimbatore,O+,33,2,34
2023,3,Coimbatore,O-,15,13,41
2023,3,Madurai,A+,57,7,61
2023,3,Madurai,A-,30,8,36
2023,3,Madurai,B+,79,0,56
2023,3,Madurai,B-,60,11,47
2023,3,Madurai,AB+,35,1,25
2023,3,Madurai,AB-,20,10,23
2023,3,Madurai,O+,52,0,55
2023,3,Madurai,O-,39,14,53
2023,3,Salem,A+,63,7,70
2023,3,Salem,A-,41,0,30
2023,3,Salem,B+,20,3,24
2023,3,Salem,B-,51,11,41
2023,3,Salem,AB+,45,12,47
2023,3,Salem,AB-,77,7,43
2023,3,Salem,O+,47,0,43
2023,3,Salem,O-,62,7,54
2023,3,Trichy,A+,67,0,53
2023,3,Trichy,A-,37,8,29
2023,3,Trichy,B+,58,1,53
2023,3,Trichy,B-,35,5,24
2023,3,Trichy,AB+,20,4,15
2023,3,Trichy,AB-,11,4,6
2023,3,Trichy,O+,5,13,39
2023,3,Trichy,O-,46,6,47
2023,3,Vellore,A+,79,0,68
2023,3,Vellore,A-,61,5,40
2023,3,Vellore,B+,21,1,18
2023,3,Vellore,B-,75,11,53
2023,3,Vellore,AB+,52,6,34
2023,3,Vellore,AB-,76,14,52
2023,3,Vellore,O+,59,8,84
2023,3,Vellore,O-,25,11,46
2023,3,Erode,A+,12,14,47
2023,3,Erode,A-,40,8,40
2023,3,Erode,B+,74,1,61
2023,3,Erode,B-,27,12,33
2023,3,Erode,AB+,45,9,35
2023,3,Erode,AB-,59,8,36
2023,3,Erode,O+,49,12,75
2023,3,Erode,O-,56,14,62
2023,3,Tirunelveli,A+,23,10,45
2023,3,Tirunelveli,A-,74,5,50
2023,3,Tirunelveli,B+,61,7,66
2023,3,Tirunelveli,B-,23,12,28
2023,3,Tirunelveli,AB+,45,10,35
2023,3,Tirunelveli,AB-,42,14,30
2023,3,Tirunelveli,O+,20,6,31
2023,3,Tirunelveli,O-,78,2,54
2023,3,Thoothukudi,A+,66,2,59
2023,3,Thoothukudi,A-,71,10,55
2023,3,Thoothukudi,B+,23,13,46
2023,3,Thoothukudi,B-,70,7,52
2023,3,Thoothukudi,AB+,16,7,13
2023,3,Thoothukudi,AB-,27,6,22
2023,3,Thoothukudi,O+,31,8,57
2023,3,Thoothukudi,O-,74,11,74
2023,3,Namakkal,A+,38,8,55
2023,3,Namakkal,A-,52,0,28
2023,3,Namakkal,B+,14,8,33
2023,3,Namakkal,B-,14,1,4
2023,3,Namakkal,AB+,64,8,50
2023,3,Namakkal,AB-,30,9,24
2023,3,Namakkal,O+,40,14,80
2023,3,Namakkal,O-,44,10,47
2023,3,Dharmapuri,A+,8,5,28
2023,3,Dharmapuri,A-,24,6,30
2023,3,Dharmapuri,B+,30,11,47
2023,3,Dharmapuri,B-,72,5,42
2023,3,Dharmapuri,AB+,35,14,38
2023,3,Dharmapuri,AB-,11,13,18
2023,3,Dharmapuri,O+,8,10,40
2023,3,Dharmapuri,O-,41,5,34
2023,3,Krishnagiri,A+,53,2,47
2023,3,Krishnagiri,A-,21,0,13
2023,3,Krishnagiri,B+,55,1,44
2023,3,Krishnagiri,B-,32,9,37
2023,3,Krishnagiri,AB+,78,5,40
2023,3,Krishnagiri,AB-,21,10,27
2023,3,Krishnagiri,O+,15,2,25
2023,3,Krishnagiri,O-,48,11,60
2023,3,Dindigul,A+,40,8,58
2023,3,Dindigul,A-,56,5,47
2023,3,Dindigul,B+,75,8,73
2023,3,Dindigul,B-,69,2,31
2023,3,Dindigul,AB+,27,14,44
2023,3,Dindigul,AB-,35,11,22
2023,3,Dindigul,O+,46,8,60
2023,3,Dindigul,O-,27,11,41
2023,3,Thanjavur,A+,20,4,25
2023,3,Thanjavur,A-,15,11,26
2023,3,Thanjavur,B+,22,13,42
2023,3,Thanjavur,B-,25,9,29
2023,3,Thanjavur,AB+,29,2,26
2023,3,Thanjavur,AB-,24,14,21
2023,3,Thanjavur,O+,16,10,39
2023,3,Thanjavur,O-,52,14,60
2023,3,Karur,A+,63,3,59
2023,3,Karur,A-,41,7,35
2023,3,Karur,B+,65,7,71
2023,3,Karur,B-,40,11,40
2023,3,Karur,AB+,38,5,34
2023,3,Karur,AB-,26,2,8
2023,3,Karur,O+,27,1,33
2023,3,Karur,O-,15,3,23
2023,4,Chennai,A+,60,2,76
2023,4,Chennai,A-,34,9,41
2023,4,Chennai,B+,27,0,23
2023,4,Chennai,B-,32,11,49
2023,4,Chennai,AB+,71,1,49
2023,4,Chennai,AB-,62,5,40
2023,4,Chennai,O+,21,4,46
2023,4,Chennai,O-,27,7,42
2023,4,Coimbatore,A+,48,14,101
2023,4,Coimbatore,A-,17,9,27
2023,4,Coimbatore,B+,24,14,74
2023,4,Coimbatore,B-,14,0,6
2023,4,Coimbatore,AB+,67,12,66
2023,4,Coimbatore,AB-,54,0,31
2023,4,Coimbatore,O+,12,8,48
2023,4,Coimbatore,O-,27,11,52
2023,4,Madurai,A+,38,6,58
2023,4,Madurai,A-,66,6,55
2023,4,Madurai,B+,56,0,53
2023,4,Madurai,B-,42,9,46
2023,4,Madurai,AB+,12,7,18
2023,4,Madurai,AB-,52,12,48
2023,4,Madurai,O+,31,13,87
2023,4,Madurai,O-,7,4,24
2023,4,Salem,A+,76,0,72
2023,4,Salem,A-,30,12,51
2023,4,Salem,B+,42,2,50
2023,4,Salem,B-,76,7,64
2023,4,Salem,AB+,59,12,66
2023,4,Salem,AB-,71,8,40
2023,4,Salem,O+,58,14,122
2023,4,Salem,O-,28,13,56
2023,4,Trichy,A+,44,12,87
2023,4,Trichy,A-,79,10,73
2023,4,Trichy,B+,68,14,112
2023,4,Trichy,B-,33,0,27
2023,4,Trichy,AB+,70,4,54
2023,4,Trichy,AB-,57,11,52
2023,4,Trichy,O+,11,14,75
2023,4,Trichy,O-,74,4,83
2023,4,Vellore,A+,31,2,38
2023,4,Vellore,A-,77,13,85
2023,4,Vellore,B+,62,0,57
2023,4,Vellore,B-,50,6,52
2023,4,Vellore,AB+,63,6,58
2023,4,Vellore,AB-,66,5,45
2023,4,Vellore,O+,79,1,103
2023,4,Vellore,O-,16,1,20
2023,4,Erode,A+,58,10,87
2023,4,Erode,A-,26,4,34
2023,4,Erode,B+,53,4,60
2023,4,Erode,B-,53,9,48
2023,4,Erode,AB+,70,10,59
2023,4,Erode,AB-,22,10,26
2023,4,Erode,O+,41,1,49
2023,4,Erode,O-,31,5,49
2023,4,Tirunelveli,A+,44,5,61
2023,4,Tirunelveli,A-,57,5,51
2023,4,Tirunelveli,B+,75,5,85
2023,4,Tirunelveli,B-,69,6,63
2023,4,Tirunelveli,AB+,46,1,36
2023,4,Tirunelveli,AB-,79,11,56
2023,4,Tirunelveli,O+,44,14,114
2023,4,Tirunelveli,O-,27,11,55
2023,4,Thoothukudi,A+,34,10,69
2023,4,Thoothukudi,A-,20,13,42
2023,4,Thoothukudi,B+,37,8,54
2023,4,Thoothukudi,B-,32,4,37
2023,4,Thoothukudi,AB+,30,12,51
2023,4,Thoothukudi,AB-,61,14,46
2023,4,Thoothukudi,O+,20,4,44
2023,4,Thoothukudi,O-,15,10,36
2023,4,Namakkal,A+,6,0,15
2023,4,Namakkal,A-,7,3,6
2023,4,Namakkal,B+,30,0,24
2023,4,Namakkal,B-,56,12,55
2023,4,Namakkal,AB+,76,10,70
2023,4,Namakkal,AB-,75,10,48
2023,4,Namakkal,O+,53,14,115
2023,4,Namakkal,O-,25,6,36
2023,4,Dharmapuri,A+,65,0,62
2023,4,Dharmapuri,A-,18,3,18
2023,4,Dharmapuri,B+,35,13,79
2023,4,Dharmapuri,B-,60,7,58
2023,4,Dharmapuri,AB+,70,9,60
2023,4,Dharmapuri,AB-,34,1,16
2023,4,Dharmapuri,O+,24,1,38
2023,4,Dharmapuri,O-,39,14,70
2023,4,Krishnagiri,A+,18,6,36
2023,4,Krishnagiri,A-,57,5,51
2023,4,Krishnagiri,B+,67,13,109
2023,4,Krishnagiri,B-,62,10,55
2023,4,Krishnagiri,AB+,27,2,29
2023,4,Krishnagiri,AB-,76,10,57
2023,4,Krishnagiri,O+,68,11,125
2023,4,Krishnagiri,O-,37,0,34
2023,4,Dindigul,A+,78,0,75
2023,4,Dindigul,A-,7,6,22
2023,4,Dindigul,B+,23,8,42
2023,4,Dindigul,B-,39,8,40
2023,4,Dindigul,AB+,64,10,63
2023,4,Dindigul,AB-,56,1,33
2023,4,Dindigul,O+,21,10,62
2023,4,Dindigul,O-,53,5,64
2023,4,Thanjavur,A+,18,6,41
2023,4,Thanjavur,A-,17,2,18
2023,4,Thanjavur,B+,76,2,78
2023,4,Thanjavur,B-,77,6,64
2023,4,Thanjavur,AB+,22,0,13
2023,4,Thanjavur,AB-,35,5,28
2023,4,Thanjavur,O+,41,14,98
2023,4,Thanjavur,O-,74,3,73
2023,4,Karur,A+,46,1,47
2023,4,Karur,A-,33,4,32
2023,4,Karur,B+,7,1,8
2023,4,Karur,B-,33,3,25
2023,4,Karur,AB+,46,3,32
2023,4,Karur,AB-,12,5,22
2023,4,Karur,O+,6,2,23
2023,4,Karur,O-,21,12,52
2023,5,Chennai,A+,29,9,66
2023,5,Chennai,A-,79,0,63
2023,5,Chennai,B+,26,11,56
2023,5,Chennai,B-,30,0,22
2023,5,Chennai,AB+,6,12,31
2023,5,Chennai,AB-,64,8,49
2023,5,Chennai,O+,44,1,52
2023,5,Chennai,O-,43,9,60
2023,5,Coimbatore,A+,29,6,57
2023,5,Coimbatore,A-,5,12,32
2023,5,Coimbatore,B+,34,4,52
2023,5,Coimbatore,B-,75,13,80
2023,5,Coimbatore,AB+,35,6,43
2023,5,Coimbatore,AB-,33,2,21
2023,5,Coimbatore,O+,55,13,116
2023,5,Coimbatore,O-,73,13,107
2023,5,Madurai,A+,27,7,56
2023,5,Madurai,A-,60,4,56
2023,5,Madurai,B+,34,11,65
2023,5,Madurai,B-,44,13,54
2023,5,Madurai,AB+,26,1,19
2023,5,Madurai,AB-,66,13,56
2023,5,Madurai,O+,79,12,138
2023,5,Madurai,O-,74,11,92
2023,5,Salem,A+,78,13,123
2023,5,Salem,A-,78,11,83
2023,5,Salem,B+,63,5,69
2023,5,Salem,B-,14,0,4
2023,5,Salem,AB+,70,12,76
2023,5,Salem,AB-,8,13,31
2023,5,Salem,O+,62,11,111
2023,5,Salem,O-,28,7,49
2023,5,Trichy,A+,29,8,59
2023,5,Trichy,A-,29,11,54
2023,5,Trichy,B+,59,8,82
2023,5,Trichy,B-,43,12,47
2023,5,Trichy,AB+,38,7,34
2023,5,Trichy,AB-,6,12,22
2023,5,Trichy,O+,63,6,103
2023,5,Trichy,O-,73,14,101
2023,5,Vellore,A+,64,1,68
2023,5,Vellore,A-,68,3,55
2023,5,Vellore,B+,17,1,21
2023,5,Vellore,B-,9,7,21
2023,5,Vellore,AB+,39,8,43
2023,5,Vellore,AB-,49,1,21
2023,5,Vellore,O+,46,10,87
2023,5,Vellore,O-,39,11,61
2023,5,Erode,A+,10,3,24
2023,5,Erode,A-,47,6,44
2023,5,Erode,B+,47,4,58
2023,5,Erode,B-,77,2,47
2023,5,Erode,AB+,70,1,42
2023,5,Erode,AB-,31,0,20
2023,5,Erode,O+,31,5,56
2023,5,Erode,O-,64,0,57
2023,5,Tirunelveli,A+,27,11,72
2023,5,Tirunelveli,A-,15,3,14
2023,5,Tirunelveli,B+,42,2,43
2023,5,Tirunelveli,B-,29,4,30
2023,5,Tirunelveli,AB+,73,8,58
2023,5,Tirunelveli,AB-,27,5,28
2023,5,Tirunelveli,O+,56,6,95
2023,5,Tirunelveli,O-,52,2,53
2023,5,Thoothukudi,A+,37,5,49
2023,5,Thoothukudi,A-,10,4,21
2023,5,Thoothukudi,B+,73,10,103
2023,5,Thoothukudi,B-,10,7,23
2023,5,Thoothukudi,AB+,73,13,81
2023,5,Thoothukudi,AB-,50,5,38
2023,5,Thoothukudi,O+,21,0,20
2023,5,Thoothukudi,O-,40,5,45
2023,5,Namakkal,A+,24,3,39
2023,5,Namakkal,A-,35,4,32
2023,5,Namakkal,B+,38,5,54
2023,5,Namakkal,B-,41,0,28
2023,5,Namakkal,AB+,59,14,66
2023,5,Namakkal,AB-,79,6,44
2023,5,Namakkal,O+,11,2,16
2023,5,Namakkal,O-,44,7,58
2023,5,Dharmapuri,A+,78,13,126
2023,5,Dharmapuri,A-,47,0,29
2023,5,Dharmapuri,B+,54,6,75
2023,5,Dharmapuri,B-,26,11,44
2023,5,Dharmapuri,AB+,14,1,12
2023,5,Dharmapuri,AB-,71,3,45
2023,5,Dharmapuri,O+,26,11,76
2023,5,Dharmapuri,O-,45,8,63
2023,5,Krishnagiri,A+,73,13,115
2023,5,Krishnagiri,A-,18,14,46
2023,5,Krishnagiri,B+,47,3,62
2023,5,Krishnagiri,B-,41,13,55
2023,5,Krishnagiri,AB+,77,7,67
2023,5,Krishnagiri,AB-,23,2,19
2023,5,Krishnagiri,O+,51,1,69
2023,5,Krishnagiri,O-,7,13,47
2023,5,Dindigul,A+,50,2,54
2023,5,Dindigul,A-,19,10,36
2023,5,Dindigul,B+,13,11,53
2023,5,Dindigul,B-,43,6,40
2023,5,Dindigul,AB+,72,8,59
2023,5,Dindigul,AB-,11,1,6
2023,5,Dindigul,O+,41,9,79
2023,5,Dindigul,O-,32,10,64
2023,5,Thanjavur,A+,67,2,71
2023,5,Thanjavur,A-,62,8,69
2023,5,Thanjavur,B+,75,5,83
2023,5,Thanjavur,B-,49,4,38
2023,5,Thanjavur,AB+,48,7,47
2023,5,Thanjavur,AB-,19,7,26
2023,5,Thanjavur,O+,43,3,68
2023,5,Thanjavur,O-,27,4,32
2023,5,Karur,A+,26,8,54
2023,5,Karur,A-,68,0,45
2023,5,Karur,B+,56,4,63
2023,5,Karur,B-,30,3,33
2023,5,Karur,AB+,39,5,39
2023,5,Karur,AB-,18,1,15
2023,5,Karur,O+,29,5,62
2023,5,Karur,O-,31,4,35
2023,6,Chennai,A+,56,5,70
2023,6,Chennai,A-,30,6,44
2023,6,Chennai,B+,9,9,31
2023,6,Chennai,B-,29,8,29
2023,6,Chennai,AB+,56,11,55
2023,6,Chennai,AB-,60,1,30
2023,6,Chennai,O+,12,2,28
2023,6,Chennai,O-,52,9,67
2023,6,Coimbatore,A+,13,7,31
2023,6,Coimbatore,A-,19,1,13
2023,6,Coimbatore,B+,67,10,93
2023,6,Coimbatore,B-,51,12,53
2023,6,Coimbatore,AB+,50,3,41
2023,6,Coimbatore,AB-,59,6,37
2023,6,Coimbatore,O+,72,11,126
2023,6,Coimbatore,O-,8,13,47
2023,6,Madurai,A+,56,0,58
2023,6,Madurai,A-,17,5,19
2023,6,Madurai,B+,36,0,37
2023,6,Madurai,B-,66,6,61
2023,6,Madurai,AB+,18,9,32
2023,6,Madurai,AB-,63,3,35
2023,6,Madurai,O+,50,1,59
2023,6,Madurai,O-,41,14,72
2023,6,Salem,A+,59,6,81
2023,6,Salem,A-,56,5,51
2023,6,Salem,B+,67,5,83
2023,6,Salem,B-,10,9,22
2023,6,Salem,AB+,48,3,35
